loan_id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,issue_year,issue_month,loan_status,is_default,dti_bucket,income_bracket,loan_to_income,risk_tier,term_months
103507,7500,36 months,10.93,245.29,B,B5,6 years,MORTGAGE,94766.52,credit_card,WA,34.41,0,0,16,2,78.1,33,2019,7,Fully Paid,0,Very High (30%+),Upper-Middle (70-100k),0.079,Low Risk,36
103508,7500,36 months,30.75,321.48,G,G5,1 year,MORTGAGE,96007.96,debt_consolidation,TX,17.2,0,1,18,0,44.1,37,2021,1,Charged Off,1,Moderate (10-20%),Upper-Middle (70-100k),0.078,High Risk,36
103509,10000,36 months,21.0,376.75,E,E5,7 years,OWN,81057.27,debt_consolidation,NJ,11.59,0,2,5,0,1.8,15,2023,6,Fully Paid,0,Moderate (10-20%),Upper-Middle (70-100k),0.123,High Risk,36
103510,7500,36 months,7.18,232.2,A,A1,8 years,OTHER,42675.48,credit_card,MI,34.67,0,0,7,0,6.7,19,2023,8,Current,0,Very High (30%+),Lower-Middle (40-70k),0.176,Low Risk,36
103511,10000,36 months,17.42,358.62,D,D2,1 year,MORTGAGE,105577.27,home_improvement,IL,31.29,0,0,19,1,63.6,30,2021,4,Fully Paid,0,Very High (30%+),High (100k+),0.095,Medium Risk,36
103512,12000,60 months,9.61,252.67,B,B3,4 years,RENT,40720.75,home_improvement,NC,23.75,0,1,14,0,47.3,32,2022,8,Fully Paid,0,High (20-30%),Lower-Middle (40-70k),0.295,Low Risk,60
103513,15000,60 months,11.83,332.38,B,B5,7 years,OWN,26656.63,small_business,OH,14.3,0,1,9,0,69.1,21,2019,10,Charged Off,1,Moderate (10-20%),Low (<40k),0.563,Low Risk,60
103514,18000,36 months,14.57,620.19,C,C1,Unknown,RENT,39492.35,debt_consolidation,PA,27.1,0,0,19,0,30.3,20,2022,10,Fully Paid,0,High (20-30%),Low (<40k),0.456,Medium Risk,36
103515,10000,36 months,11.58,330.14,B,B4,5 years,RENT,82185.31,major_purchase,NC,3.3,0,0,14,0,7.6,28,2023,1,Current,0,Low (<10%),Upper-Middle (70-100k),0.122,Low Risk,36
103516,12000,36 months,13.69,408.33,C,C5,9 years,MORTGAGE,25362.77,debt_consolidation,MO,7.24,1,2,22,0,82.9,40,2023,10,Fully Paid,0,Low (<10%),Low (<40k),0.473,Medium Risk,36
103517,25000,36 months,20.88,940.34,E,E2,< 1 year,MORTGAGE,40771.8,debt_consolidation,IL,29.4,0,2,9,0,91.2,26,2022,3,Charged Off,1,High (20-30%),Lower-Middle (40-70k),0.613,High Risk,36
103518,25000,36 months,11.95,829.76,B,B4,6 years,RENT,51857.18,debt_consolidation,NJ,4.55,0,0,24,0,5.0,38,2020,11,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.482,Low Risk,36
103519,5000,36 months,13.65,170.04,C,C1,9 years,OTHER,67286.77,medical,PA,17.67,0,1,15,0,75.2,20,2021,7,Charged Off,1,Moderate (10-20%),Lower-Middle (40-70k),0.074,Medium Risk,36
103520,7500,36 months,18.58,273.33,D,D2,< 1 year,MORTGAGE,75133.33,debt_consolidation,NY,12.9,0,2,6,0,96.5,16,2023,1,Fully Paid,0,Moderate (10-20%),Upper-Middle (70-100k),0.1,Medium Risk,36
103521,5000,36 months,12.26,166.69,C,C1,8 years,MORTGAGE,64436.51,debt_consolidation,GA,15.56,0,2,3,0,14.5,16,2023,1,Current,0,Moderate (10-20%),Lower-Middle (40-70k),0.078,Medium Risk,36
103522,12000,36 months,9.63,385.13,B,B4,4 years,MORTGAGE,53329.15,debt_consolidation,TN,2.47,0,1,5,0,39.2,9,2022,6,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.225,Low Risk,36
103523,20000,36 months,19.72,740.42,E,E3,1 year,OWN,50371.21,moving,WI,8.83,0,2,16,0,45.3,34,2021,8,Late (31-120 days),1,Low (<10%),Lower-Middle (40-70k),0.397,High Risk,36
103524,18000,36 months,6.56,552.17,A,A1,2 years,MORTGAGE,32591.79,debt_consolidation,CA,9.64,0,1,22,0,73.4,39,2021,4,Fully Paid,0,Low (<10%),Low (<40k),0.552,Low Risk,36
103525,18000,36 months,8.03,564.3,A,A5,1 year,RENT,79385.83,home_improvement,IL,26.54,0,0,7,0,10.2,18,2023,4,Fully Paid,0,High (20-30%),Upper-Middle (70-100k),0.227,Low Risk,36
103526,12000,60 months,17.51,301.53,D,D3,7 years,MORTGAGE,22431.71,vacation,IL,18.16,0,0,2,0,34.3,16,2022,5,Current,0,Moderate (10-20%),Low (<40k),0.535,Medium Risk,60
103527,10000,36 months,17.94,361.22,D,D1,7 years,OWN,27905.46,debt_consolidation,MD,21.71,0,2,11,0,9.2,28,2022,9,Charged Off,1,High (20-30%),Low (<40k),0.358,Medium Risk,36
103528,5000,36 months,11.42,164.69,B,B4,5 years,OWN,62615.13,major_purchase,OH,25.46,0,1,2,0,51.9,14,2023,7,Fully Paid,0,High (20-30%),Lower-Middle (40-70k),0.08,Low Risk,36
103529,10000,60 months,6.62,196.22,A,A2,Unknown,RENT,89553.99,major_purchase,FL,8.38,0,0,17,0,83.2,18,2023,5,Fully Paid,0,Low (<10%),Upper-Middle (70-100k),0.112,Low Risk,60
103530,15000,36 months,6.07,456.8,A,A2,2 years,RENT,54134.21,medical,MO,32.1,0,3,5,1,46.8,20,2021,9,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.277,Low Risk,36
103531,10000,36 months,20.68,375.11,E,E4,8 years,RENT,86543.13,home_improvement,NJ,5.32,0,4,2,0,75.7,18,2021,7,Charged Off,1,Low (<10%),Upper-Middle (70-100k),0.116,High Risk,36
103532,15000,36 months,6.53,459.94,A,A1,Unknown,MORTGAGE,78954.79,small_business,MI,33.71,0,0,5,0,5.5,13,2022,8,Fully Paid,0,Very High (30%+),Upper-Middle (70-100k),0.19,Low Risk,36
103533,5000,60 months,18.92,129.48,D,D3,7 years,RENT,149004.66,debt_consolidation,TX,3.88,0,0,12,0,62.8,14,2022,4,Charged Off,1,Low (<10%),High (100k+),0.034,Medium Risk,60
103534,18000,60 months,11.28,393.88,B,B1,1 year,MORTGAGE,63522.75,credit_card,IN,32.37,0,3,7,0,10.5,15,2019,10,Current,0,Very High (30%+),Lower-Middle (40-70k),0.283,Low Risk,60
103535,7500,36 months,12.28,250.11,C,C3,3 years,MORTGAGE,50314.76,small_business,MI,29.5,0,1,24,0,50.8,25,2021,4,Fully Paid,0,High (20-30%),Lower-Middle (40-70k),0.149,Medium Risk,36
103536,15000,60 months,11.27,328.16,B,B1,7 years,MORTGAGE,50920.53,medical,MD,9.73,0,0,20,0,77.7,23,2022,6,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.295,Low Risk,60
103537,10000,60 months,14.66,236.12,C,C3,2 years,RENT,60880.07,debt_consolidation,TX,13.55,3,0,15,0,64.5,28,2021,9,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.164,Medium Risk,60
103538,10000,36 months,7.6,311.52,A,A4,2 years,MORTGAGE,44946.54,major_purchase,MD,39.44,1,1,14,1,62.3,20,2023,2,Late (31-120 days),1,Very High (30%+),Lower-Middle (40-70k),0.222,Low Risk,36
103539,15000,36 months,27.79,618.75,G,G5,10+ years,RENT,79291.24,debt_consolidation,WI,8.52,0,0,22,0,86.7,39,2019,4,Fully Paid,0,Low (<10%),Upper-Middle (70-100k),0.189,High Risk,36
103540,18000,36 months,16.09,633.63,D,D3,4 years,OWN,32652.96,debt_consolidation,FL,2.53,0,1,21,0,10.5,31,2021,9,Fully Paid,0,Low (<10%),Low (<40k),0.551,Medium Risk,36
103541,7500,36 months,22.08,286.74,E,E1,5 years,MORTGAGE,23540.51,credit_card,MD,28.79,0,1,12,0,2.6,17,2021,7,Current,0,High (20-30%),Low (<40k),0.319,High Risk,36
103542,12000,36 months,9.55,384.68,B,B3,4 years,MORTGAGE,83626.38,major_purchase,WA,3.76,0,1,19,0,93.7,37,2022,9,Fully Paid,0,Low (<10%),Upper-Middle (70-100k),0.143,Low Risk,36
103543,25000,36 months,7.63,779.15,A,A1,< 1 year,MORTGAGE,29339.88,small_business,NY,15.96,0,2,6,0,72.2,24,2020,6,Fully Paid,0,Moderate (10-20%),Low (<40k),0.852,Low Risk,36
103544,15000,60 months,14.53,353.16,C,C2,4 years,MORTGAGE,125632.47,medical,TN,1.24,0,0,24,0,27.3,42,2020,2,Fully Paid,0,Low (<10%),High (100k+),0.119,Medium Risk,60
103545,15000,60 months,12.33,336.17,C,C5,5 years,MORTGAGE,40572.47,debt_consolidation,TX,38.85,1,2,9,0,96.2,24,2020,7,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.37,Medium Risk,60
103546,25000,36 months,12.95,841.75,C,C1,2 years,MORTGAGE,65930.33,major_purchase,IL,9.89,0,1,3,0,43.3,14,2022,5,Charged Off,1,Low (<10%),Lower-Middle (40-70k),0.379,Medium Risk,36
103547,15000,36 months,22.66,577.99,E,E3,1 year,MORTGAGE,53499.19,small_business,GA,32.27,0,1,10,0,4.8,27,2019,12,Charged Off,1,Very High (30%+),Lower-Middle (40-70k),0.28,High Risk,36
103548,15000,36 months,18.75,547.95,D,D5,5 years,MORTGAGE,22479.42,credit_card,PA,5.93,0,0,13,0,43.3,16,2019,9,Fully Paid,0,Low (<10%),Low (<40k),0.667,Medium Risk,36
103549,7500,36 months,9.6,240.6,B,B3,7 years,MORTGAGE,35780.71,debt_consolidation,FL,12.58,0,0,17,0,98.8,27,2022,10,Late (31-120 days),1,Moderate (10-20%),Low (<40k),0.21,Low Risk,36
103550,20000,36 months,9.9,644.41,B,B4,4 years,MORTGAGE,43708.21,home_improvement,NY,36.32,0,0,16,1,96.2,29,2021,3,Charged Off,1,Very High (30%+),Lower-Middle (40-70k),0.458,Low Risk,36
103551,10000,36 months,16.97,356.38,D,D1,8 years,RENT,66546.41,debt_consolidation,PA,20.21,0,3,4,0,75.8,12,2022,2,Fully Paid,0,High (20-30%),Lower-Middle (40-70k),0.15,Medium Risk,36
103552,10000,36 months,14.81,345.72,C,C2,3 years,OWN,126994.32,major_purchase,MO,5.72,0,2,23,0,65.4,35,2021,6,Fully Paid,0,Low (<10%),High (100k+),0.079,Medium Risk,36
103553,10000,36 months,25.33,399.35,F,F4,7 years,RENT,72599.61,credit_card,TX,29.2,0,0,2,0,24.4,2,2023,2,Charged Off,1,High (20-30%),Upper-Middle (70-100k),0.138,High Risk,36
103554,12000,36 months,22.49,461.33,E,E1,1 year,OWN,43514.96,debt_consolidation,WA,27.74,0,0,17,0,84.0,36,2021,9,Charged Off,1,High (20-30%),Lower-Middle (40-70k),0.276,High Risk,36
103555,5000,60 months,17.61,125.91,D,D2,10+ years,RENT,95126.73,debt_consolidation,OH,0.84,0,3,5,0,58.5,10,2021,9,Fully Paid,0,Low (<10%),Upper-Middle (70-100k),0.053,Medium Risk,60
103556,10000,36 months,8.35,314.98,A,A2,< 1 year,OWN,63388.35,debt_consolidation,WA,1.34,0,2,2,0,32.3,4,2023,11,Charged Off,1,Low (<10%),Lower-Middle (40-70k),0.158,Low Risk,36
103557,15000,60 months,19.72,395.07,E,E3,Unknown,MORTGAGE,56650.36,medical,IN,15.46,0,2,24,0,65.0,43,2022,5,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.265,High Risk,60
103558,10000,36 months,20.81,375.78,E,E2,3 years,MORTGAGE,64525.52,medical,AZ,0.18,0,3,22,0,11.0,22,2021,4,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.155,High Risk,36
103559,15000,36 months,22.85,579.47,E,E3,8 years,OWN,68787.12,credit_card,OH,28.47,1,0,14,0,53.3,21,2022,6,Charged Off,1,High (20-30%),Lower-Middle (40-70k),0.218,High Risk,36
103560,5000,36 months,10.12,161.62,B,B4,3 years,RENT,27708.77,debt_consolidation,TX,16.58,0,3,4,0,0.9,20,2019,5,Current,0,Moderate (10-20%),Low (<40k),0.18,Low Risk,36
103561,15000,60 months,28.7,473.39,G,G3,3 years,MORTGAGE,28528.46,debt_consolidation,NJ,3.68,0,0,11,0,93.7,20,2019,3,Current,0,Low (<10%),Low (<40k),0.526,High Risk,60
103562,10000,36 months,9.05,318.23,B,B1,6 years,MORTGAGE,22640.62,credit_card,MO,37.78,0,1,4,1,90.8,7,2022,6,Fully Paid,0,Very High (30%+),Low (<40k),0.442,Low Risk,36
103563,30000,36 months,14.07,1026.35,C,C3,5 years,RENT,44762.76,credit_card,AZ,39.89,0,0,20,0,63.4,38,2021,3,Charged Off,1,Very High (30%+),Lower-Middle (40-70k),0.67,Medium Risk,36
103564,25000,36 months,10.91,817.4,B,B5,3 years,MORTGAGE,100598.2,small_business,NC,21.39,0,0,19,0,34.7,19,2019,12,Fully Paid,0,High (20-30%),High (100k+),0.249,Low Risk,36
103565,7500,36 months,23.76,293.3,F,F2,5 years,RENT,99853.12,debt_consolidation,MI,39.73,0,2,13,0,44.6,17,2021,1,Charged Off,1,Very High (30%+),Upper-Middle (70-100k),0.075,High Risk,36
103566,5000,36 months,6.9,154.16,A,A1,10+ years,RENT,79701.0,debt_consolidation,TN,33.06,2,0,9,0,71.5,19,2020,1,Late (31-120 days),1,Very High (30%+),Upper-Middle (70-100k),0.063,Low Risk,36
103567,5000,36 months,11.18,164.12,B,B4,1 year,MORTGAGE,125597.76,credit_card,NJ,19.68,0,0,22,0,93.5,40,2020,2,Charged Off,1,Moderate (10-20%),High (100k+),0.04,Low Risk,36
103568,25000,60 months,21.17,678.73,E,E1,5 years,MORTGAGE,58196.64,debt_consolidation,IN,15.94,0,0,4,0,10.7,20,2020,5,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.43,High Risk,60
103569,10000,36 months,13.27,338.24,C,C2,4 years,MORTGAGE,28527.8,debt_consolidation,MO,9.93,0,0,17,0,19.3,21,2022,2,Fully Paid,0,Low (<10%),Low (<40k),0.351,Medium Risk,36
103570,10000,36 months,12.95,336.7,C,C2,< 1 year,MORTGAGE,85606.49,credit_card,NJ,32.66,0,0,8,0,31.9,27,2021,12,Fully Paid,0,Very High (30%+),Upper-Middle (70-100k),0.117,Medium Risk,36
103571,25000,36 months,18.58,911.1,D,D4,1 year,MORTGAGE,50419.54,debt_consolidation,IL,33.51,0,0,19,0,4.0,26,2023,2,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.496,Medium Risk,36
103572,18000,36 months,12.46,601.82,C,C3,8 years,MORTGAGE,79975.08,small_business,FL,9.31,1,0,15,0,86.1,21,2023,11,Fully Paid,0,Low (<10%),Upper-Middle (70-100k),0.225,Medium Risk,36
103573,10000,36 months,25.91,402.43,F,F2,4 years,MORTGAGE,98900.84,home_improvement,AZ,22.88,0,1,17,0,10.5,23,2021,7,Charged Off,1,High (20-30%),Upper-Middle (70-100k),0.101,High Risk,36
103574,25000,60 months,10.48,537.1,B,B1,2 years,RENT,107561.79,credit_card,NJ,35.82,0,0,11,0,30.5,17,2022,9,Fully Paid,0,Very High (30%+),High (100k+),0.232,Low Risk,60
103575,10000,36 months,8.13,313.96,A,A2,8 years,RENT,101595.16,medical,IN,20.57,0,0,19,0,57.5,38,2022,4,Fully Paid,0,High (20-30%),High (100k+),0.098,Low Risk,36
103576,10000,36 months,17.2,357.52,D,D3,Unknown,OWN,88901.53,debt_consolidation,AZ,13.66,0,0,17,0,49.25,22,2021,5,Fully Paid,0,Moderate (10-20%),Upper-Middle (70-100k),0.112,Medium Risk,36
103577,18000,36 months,9.18,573.9,B,B2,1 year,MORTGAGE,42161.55,credit_card,TN,7.96,0,2,18,0,87.0,27,2021,8,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.427,Low Risk,36
103578,25000,60 months,13.6,576.53,C,C4,4 years,OWN,54351.09,debt_consolidation,GA,22.62,0,0,5,0,29.2,17,2022,9,Charged Off,1,High (20-30%),Lower-Middle (40-70k),0.46,Medium Risk,60
103579,5000,36 months,15.97,175.71,D,D1,2 years,MORTGAGE,41723.93,car,WA,16.74,0,0,3,0,76.5,5,2021,12,Current,0,Moderate (10-20%),Lower-Middle (40-70k),0.12,Medium Risk,36
103580,10000,36 months,14.91,346.21,C,C3,1 year,OWN,79519.12,major_purchase,PA,15.1,0,3,23,0,81.5,34,2023,10,Late (31-120 days),1,Moderate (10-20%),Upper-Middle (70-100k),0.126,Medium Risk,36
103581,12000,36 months,9.67,385.35,B,B3,4 years,RENT,98063.22,vacation,PA,36.39,0,0,12,0,80.5,22,2019,3,Late (31-120 days),1,Very High (30%+),Upper-Middle (70-100k),0.122,Low Risk,36
103582,25000,36 months,11.99,830.24,B,B5,7 years,RENT,112267.14,home_improvement,TX,25.23,0,0,4,0,21.9,19,2022,1,Charged Off,1,High (20-30%),High (100k+),0.223,Low Risk,36
103583,18000,36 months,26.45,729.55,F,F2,1 year,MORTGAGE,86939.94,debt_consolidation,MO,12.3,0,0,2,0,16.9,19,2019,1,Fully Paid,0,Moderate (10-20%),Upper-Middle (70-100k),0.207,High Risk,36
103584,5000,60 months,7.23,99.55,A,A3,10+ years,RENT,20000.0,credit_card,AZ,39.19,0,1,11,0,58.1,23,2023,11,Charged Off,1,Very High (30%+),Low (<40k),0.25,Low Risk,60
103585,5000,36 months,9.03,159.07,B,B2,7 years,MORTGAGE,59554.0,debt_consolidation,IN,8.66,0,3,24,0,53.9,32,2019,5,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.084,Low Risk,36
103586,7500,36 months,6.32,229.25,A,A1,2 years,RENT,65065.18,debt_consolidation,GA,13.73,0,1,21,0,66.8,40,2022,3,Current,0,Moderate (10-20%),Lower-Middle (40-70k),0.115,Low Risk,36
103587,15000,36 months,14.59,516.97,C,C2,10+ years,OWN,71111.49,car,GA,10.34,0,0,3,0,2.5,21,2022,6,Fully Paid,0,Moderate (10-20%),Upper-Middle (70-100k),0.211,Medium Risk,36
103588,7500,36 months,13.18,253.36,C,C1,6 years,RENT,87816.84,credit_card,MA,18.74,0,0,23,0,0.1,41,2022,8,Fully Paid,0,Moderate (10-20%),Upper-Middle (70-100k),0.085,Medium Risk,36
103589,5000,60 months,14.33,117.2,C,C4,3 years,RENT,69096.1,medical,WI,8.06,0,0,12,0,65.9,21,2022,12,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.072,Medium Risk,60
103590,7500,36 months,8.6,237.1,A,A4,2 years,RENT,156937.48,home_improvement,VA,0.89,0,1,19,0,27.5,35,2023,4,Fully Paid,0,Low (<10%),High (100k+),0.048,Low Risk,36
103591,12000,60 months,11.52,264.03,B,B5,7 years,MORTGAGE,25244.71,debt_consolidation,MA,2.78,0,3,15,0,55.6,27,2023,4,Fully Paid,0,Low (<10%),Low (<40k),0.475,Low Risk,60
103592,30000,36 months,16.35,1059.9,D,D2,3 years,RENT,48599.09,small_business,NJ,35.48,0,0,22,0,52.1,27,2019,2,Charged Off,1,Very High (30%+),Lower-Middle (40-70k),0.617,Medium Risk,36
103593,25000,36 months,13.84,852.5,C,C1,10+ years,RENT,37087.44,debt_consolidation,TX,8.58,1,0,15,0,87.0,23,2021,3,Charged Off,1,Low (<10%),Low (<40k),0.674,Medium Risk,36
103594,20000,36 months,13.81,681.71,C,C1,2 years,MORTGAGE,55507.74,debt_consolidation,VA,12.58,0,0,8,0,18.4,17,2020,6,Charged Off,1,Moderate (10-20%),Lower-Middle (40-70k),0.36,Medium Risk,36
103595,7500,36 months,22.33,287.71,E,E2,4 years,RENT,58634.76,moving,MA,1.19,1,4,5,0,81.4,13,2020,5,Charged Off,1,Low (<10%),Lower-Middle (40-70k),0.128,High Risk,36
103596,12000,36 months,7.45,373.0,A,A5,2 years,RENT,21224.76,medical,NY,36.61,0,2,4,0,57.1,18,2022,8,Current,0,Very High (30%+),Low (<40k),0.565,Low Risk,36
103597,20000,36 months,15.3,696.25,D,D1,7 years,RENT,23875.22,home_improvement,AZ,39.08,0,1,24,0,15.2,39,2021,12,Fully Paid,0,Very High (30%+),Low (<40k),0.838,Medium Risk,36
103598,5000,36 months,17.81,180.29,D,D4,10+ years,MORTGAGE,20619.9,credit_card,IL,14.67,0,0,19,0,38.9,22,2023,2,Late (31-120 days),1,Moderate (10-20%),Low (<40k),0.242,Medium Risk,36
103599,15000,60 months,9.54,315.32,B,B4,4 years,RENT,179940.14,home_improvement,TN,34.32,0,1,10,0,92.0,26,2020,9,Fully Paid,0,Very High (30%+),High (100k+),0.083,Low Risk,60
103600,10000,36 months,26.12,403.55,F,F2,< 1 year,RENT,60109.06,debt_consolidation,FL,31.16,0,0,8,0,50.8,22,2021,8,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.166,High Risk,36
103601,10000,36 months,17.93,361.17,D,D4,2 years,RENT,52276.52,credit_card,MD,13.94,0,1,15,0,98.5,30,2021,4,Charged Off,1,Moderate (10-20%),Lower-Middle (40-70k),0.191,Medium Risk,36
103602,30000,60 months,12.45,674.18,C,C4,6 years,RENT,25405.14,small_business,NJ,25.15,0,0,6,0,56.8,11,2022,10,Charged Off,1,High (20-30%),Low (<40k),1.181,Medium Risk,60
103603,5000,36 months,13.21,168.98,C,C5,8 years,MORTGAGE,47105.88,car,VA,3.26,0,2,8,0,70.7,18,2022,12,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.106,Medium Risk,36
103604,10000,36 months,16.09,352.01,D,D1,1 year,RENT,77207.62,debt_consolidation,MI,39.73,0,0,5,1,60.2,16,2023,5,Fully Paid,0,Very High (30%+),Upper-Middle (70-100k),0.13,Medium Risk,36
103605,7500,36 months,21.78,285.58,E,E4,< 1 year,RENT,54148.46,debt_consolidation,MI,38.46,0,0,19,0,49.25,25,2022,10,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.139,High Risk,36
103606,18000,36 months,16.8,639.96,D,D3,10+ years,RENT,45558.53,medical,WI,25.55,0,0,3,0,3.5,7,2023,5,Fully Paid,0,High (20-30%),Lower-Middle (40-70k),0.395,Medium Risk,36
103607,15000,60 months,16.32,367.33,D,D3,1 year,OWN,79881.07,home_improvement,VA,10.74,0,4,6,0,30.1,7,2023,11,Charged Off,1,Moderate (10-20%),Upper-Middle (70-100k),0.188,Medium Risk,60
103608,12000,36 months,17.28,429.51,D,D2,2 years,RENT,63529.27,small_business,WI,1.37,0,0,19,0,74.1,32,2019,7,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.189,Medium Risk,36
103609,15000,36 months,9.28,478.95,B,B2,2 years,MORTGAGE,41381.67,vacation,MI,30.98,0,0,7,0,36.5,26,2020,1,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.362,Low Risk,36
103610,25000,60 months,13.67,577.44,C,C1,10+ years,OWN,42059.84,debt_consolidation,MO,31.7,0,0,8,0,37.7,26,2022,8,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.594,Medium Risk,60
103611,5000,60 months,18.23,127.59,D,D1,6 years,MORTGAGE,21670.82,medical,WI,17.34,0,0,3,0,76.6,7,2022,3,Charged Off,1,Moderate (10-20%),Low (<40k),0.231,Medium Risk,60
103612,15000,60 months,16.07,365.33,D,D3,< 1 year,RENT,41268.05,home_improvement,PA,11.61,0,0,18,0,69.2,35,2021,6,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.363,Medium Risk,60
103613,20000,36 months,9.64,641.97,B,B1,10+ years,MORTGAGE,59988.2,debt_consolidation,NC,1.17,3,0,14,1,8.5,28,2023,4,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.333,Low Risk,36
103614,25000,36 months,11.25,821.43,B,B1,3 years,OWN,60189.08,vacation,MI,5.83,1,2,7,0,69.3,13,2022,3,Charged Off,1,Low (<10%),Lower-Middle (40-70k),0.415,Low Risk,36
103615,20000,36 months,7.62,623.23,A,A5,4 years,RENT,27296.33,home_improvement,NY,28.17,0,3,7,0,43.6,14,2023,12,Fully Paid,0,High (20-30%),Low (<40k),0.733,Low Risk,36
103616,25000,36 months,14.87,865.04,C,C1,2 years,MORTGAGE,65297.21,credit_card,NY,32.1,0,1,14,0,3.3,17,2022,12,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.383,Medium Risk,36
103617,20000,36 months,30.82,858.04,G,G1,2 years,RENT,36699.98,credit_card,TX,17.0,2,3,20,0,60.2,32,2021,11,Late (31-120 days),1,Moderate (10-20%),Low (<40k),0.545,High Risk,36
103618,15000,36 months,10.89,490.3,B,B1,8 years,MORTGAGE,44917.23,car,PA,6.79,0,2,7,0,20.2,14,2023,8,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.334,Low Risk,36
103619,18000,36 months,24.7,712.82,F,F5,9 years,MORTGAGE,63537.33,credit_card,IL,1.61,1,1,11,0,86.0,19,2020,12,Charged Off,1,Low (<10%),Lower-Middle (40-70k),0.283,High Risk,36
103620,15000,36 months,15.01,520.05,D,D1,8 years,RENT,29413.49,debt_consolidation,MA,16.31,0,3,13,0,57.7,28,2020,7,Charged Off,1,Moderate (10-20%),Low (<40k),0.51,Medium Risk,36
103621,15000,36 months,7.06,463.57,A,A1,9 years,RENT,43330.07,home_improvement,WA,34.44,0,1,20,0,65.3,24,2023,2,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.346,Low Risk,36
103622,30000,60 months,12.24,670.98,C,C3,4 years,OWN,45332.48,small_business,AZ,27.23,0,1,19,0,4.6,38,2021,5,Fully Paid,0,High (20-30%),Lower-Middle (40-70k),0.662,Medium Risk,60
103623,20000,60 months,9.06,415.75,B,B3,4 years,OWN,42321.72,vacation,TN,17.46,1,3,10,0,13.0,27,2019,7,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.473,Low Risk,60
103624,30000,36 months,27.05,1225.56,G,G1,2 years,MORTGAGE,79798.18,debt_consolidation,TX,28.63,0,1,6,0,32.4,25,2022,1,Charged Off,1,High (20-30%),Upper-Middle (70-100k),0.376,High Risk,36
103625,12000,36 months,10.94,392.52,B,B2,< 1 year,OWN,22120.17,credit_card,MD,0.24,0,0,13,0,10.6,20,2021,12,Fully Paid,0,Low (<10%),Low (<40k),0.542,Low Risk,36
103626,10000,36 months,25.43,399.88,F,F5,9 years,RENT,70993.25,credit_card,NJ,28.32,0,0,12,0,61.8,30,2022,3,Charged Off,1,High (20-30%),Upper-Middle (70-100k),0.141,High Risk,36
103627,20000,36 months,6.58,613.71,A,A4,1 year,MORTGAGE,55357.75,small_business,NC,22.34,0,2,24,0,22.3,25,2022,4,Current,0,High (20-30%),Lower-Middle (40-70k),0.361,Low Risk,36
103628,12000,36 months,6.25,366.42,A,A4,7 years,MORTGAGE,53238.5,debt_consolidation,IN,24.88,0,0,16,0,17.5,21,2022,7,Charged Off,1,High (20-30%),Lower-Middle (40-70k),0.225,Low Risk,36
103629,10000,60 months,6.74,196.79,A,A5,6 years,RENT,20000.0,medical,TN,5.52,0,0,17,0,4.8,23,2019,12,Fully Paid,0,Low (<10%),Low (<40k),0.5,Low Risk,60
103630,7500,60 months,13.3,171.8,C,C4,< 1 year,MORTGAGE,34407.7,medical,FL,24.57,0,3,9,0,81.9,9,2023,8,Fully Paid,0,High (20-30%),Low (<40k),0.218,Medium Risk,60
103631,5000,36 months,20.52,187.15,E,E5,8 years,MORTGAGE,50895.05,other,VA,12.35,0,0,8,0,46.9,23,2023,3,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.098,High Risk,36
103632,10000,36 months,20.82,375.83,E,E2,< 1 year,RENT,92365.95,debt_consolidation,AZ,5.5,0,2,20,0,48.0,27,2021,4,Current,0,Low (<10%),Upper-Middle (70-100k),0.108,High Risk,36
